Installation,Taux occupation civières(%),Nombre de civières fonctionnelles,Nombre de patients sur civière,Nombre de patients sur civière +24h,Nombre de patients sur civière +48h,Nombre patients arrivés en ambulance,Nombre inscriptions,Nombre inscriptions avec SAG,date
L'Hôpital général juif Sir Mortimer B. Davis,187,53,99,14,6,50,254,3,2020-02-11
Hôpital de Verdun,131,26,34,4,0,30,113,0,2020-02-11
Hôpital Notre-Dame,134,35,47,8,4,43,122,0,2020-02-11
Hôpital du Sacré-Coeur de Montréal,137,46,63,22,7,35,190,7,2020-02-11
Hôpital Fleury,89,18,16,3,0,23,98,4,2020-02-11
Hôpital Jean-Talon,77,22,17,1,0,28,111,2,2020-02-11
Pavillon Albert-Prévost,123,13,16,8,7,0,13,0,2020-02-11
Hôpital de Lachine,86,14,12,6,4,15,55,0,2020-02-11
Hôpital général de Montréal,113,31,35,10,7,35,95,0,2020-02-11
Hôpital Royal Victoria,133,33,44,23,5,21,127,0,2020-02-11
L'hôpital de Montréal pour enfants,133,12,16,0,0,9,178,12,2020-02-11
Institut de cardiologie de Montréal,91,22,20,4,0,3,63,0,2020-02-11
CHU Sainte-Justine,112,16,18,1,0,8,202,52,2020-02-12
Centre hospitalier de l'Université de Montréal,155,51,79,24,12,46,177,0,2020-02-12
Hôpital Louis-H. Lafontaine,158,12,19,15,9,1,16,0,2020-02-12
Hôpital Santa Cabrini,108,38,41,6,0,39,124,0,2020-02-12
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,131,54,71,16,1,60,225,4,2020-02-12
Centre hospitalier de St. Mary,141,22,31,6,1,28,117,0,2020-02-12
Hôpital de LaSalle,153,15,23,8,0,10,79,0,2020-02-12
Hôpital Douglas,150,6,9,4,0,0,19,0,2020-02-12
Hôpital général du Lakeshore,226,31,70,25,11,23,119,0,2020-02-12
L'Hôpital général juif Sir Mortimer B. Davis,158,53,84,22,2,44,267,6,2020-02-12
Hôpital de Verdun,104,26,27,2,0,36,140,0,2020-02-12
Hôpital Notre-Dame,97,35,34,9,5,49,107,0,2020-02-12
Hôpital du Sacré-Coeur de Montréal,146,46,67,24,8,34,191,3,2020-02-12
Hôpital Fleury,139,18,25,4,1,24,99,5,2020-02-12
Hôpital Jean-Talon,50,22,11,2,0,23,125,6,2020-02-12
Pavillon Albert-Prévost,115,13,15,6,3,1,10,0,2020-02-12
Hôpital de Lachine,107,14,15,6,2,15,52,0,2020-02-12
Hôpital général de Montréal,119,31,37,17,6,36,87,1,2020-02-12
Hôpital Royal Victoria,155,33,51,22,9,24,139,0,2020-02-12
L'hôpital de Montréal pour enfants,108,12,13,2,0,11,197,14,2020-02-12
Institut de cardiologie de Montréal,86,22,19,6,0,9,79,0,2020-02-12
CHU Sainte-Justine,94,16,15,0,0,12,195,58,2020-02-13
Centre hospitalier de l'Université de Montréal,135,51,69,22,5,38,190,0,2020-02-13
Hôpital Louis-H. Lafontaine,150,12,18,13,10,1,20,0,2020-02-13
Hôpital Santa Cabrini,84,38,32,7,1,38,112,0,2020-02-13
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,131,54,71,18,3,39,229,0,2020-02-13
Centre hospitalier de St. Mary,118,22,26,7,0,25,105,2,2020-02-13
Hôpital de LaSalle,120,15,18,6,3,14,91,0,2020-02-13
Hôpital Douglas,217,6,13,4,0,1,19,0,2020-02-13
Hôpital général du Lakeshore,177,31,55,22,5,25,112,0,2020-02-13
L'Hôpital général juif Sir Mortimer B. Davis,175,53,93,29,11,41,237,4,2020-02-13
Hôpital de Verdun,146,26,38,2,0,35,135,0,2020-02-13
Hôpital Notre-Dame,114,35,40,8,6,42,113,0,2020-02-13
Hôpital du Sacré-Coeur de Montréal,163,46,75,30,13,38,186,5,2020-02-13
Hôpital Fleury,133,18,24,4,0,26,85,2,2020-02-13
Hôpital Jean-Talon,86,22,19,0,0,31,105,3,2020-02-13
Pavillon Albert-Prévost,100,13,13,8,1,2,12,0,2020-02-13
Hôpital de Lachine,50,14,7,0,0,13,57,0,2020-02-13
Hôpital général de Montréal,106,31,33,13,4,34,82,0,2020-02-13
Hôpital Royal Victoria,139,33,46,24,11,20,123,3,2020-02-13
L'hôpital de Montréal pour enfants,92,12,11,1,0,8,204,11,2020-02-13
Institut de cardiologie de Montréal,95,22,21,2,0,5,65,0,2020-02-13
CHU Sainte-Justine,88,16,14,0,0,8,220,51,2020-02-14
Centre hospitalier de l'Université de Montréal,125,51,64,26,7,44,165,0,2020-02-14
Hôpital Louis-H. Lafontaine,133,12,16,13,9,1,15,0,2020-02-14
Hôpital Santa Cabrini,103,38,39,4,0,50,109,0,2020-02-14
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,113,54,61,20,1,54,190,3,2020-02-14
Centre hospitalier de St. Mary,91,22,20,0,0,22,107,4,2020-02-14
Hôpital de LaSalle,80,15,12,5,1,14,72,0,2020-02-14
Hôpital Douglas,267,6,16,13,3,2,21,0,2020-02-14
Hôpital général du Lakeshore,123,31,38,13,3,26,104,0,2020-02-14
L'Hôpital général juif Sir Mortimer B. Davis,151,53,80,20,5,50,238,11,2020-02-14
Hôpital de Verdun,138,26,36,4,0,36,123,0,2020-02-14
Hôpital Notre-Dame,97,35,34,10,7,43,113,0,2020-02-14
Hôpital du Sacré-Coeur de Montréal,146,46,67,23,10,45,209,1,2020-02-14
Hôpital Fleury,61,18,11,1,0,23,74,3,2020-02-14
Hôpital Jean-Talon,59,22,13,1,0,25,130,4,2020-02-14
Pavillon Albert-Prévost,138,13,18,7,2,3,13,0,2020-02-14
Hôpital de Lachine,86,14,12,1,0,17,60,0,2020-02-14
Hôpital général de Montréal,103,31,32,7,4,33,85,1,2020-02-14
Hôpital Royal Victoria,127,33,42,18,8,33,128,2,2020-02-14
L'hôpital de Montréal pour enfants,25,12,3,0,0,13,191,13,2020-02-14
Institut de cardiologie de Montréal,64,22,14,7,1,4,55,0,2020-02-14
CHU Sainte-Justine,100,16,16,0,0,14,203,68,2020-02-15
Centre hospitalier de l'Université de Montréal,116,51,59,17,10,43,157,0,2020-02-15
Hôpital Louis-H. Lafontaine,142,12,17,13,11,1,13,0,2020-02-15
Hôpital Santa Cabrini,124,38,47,14,2,33,98,0,2020-02-15
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,107,54,58,15,3,48,181,3,2020-02-15
Centre hospitalier de St. Mary,100,22,22,0,0,25,86,2,2020-02-15
Hôpital de LaSalle,87,15,13,4,1,13,74,0,2020-02-15
Hôpital Douglas,217,6,13,9,3,2,13,0,2020-02-15
Hôpital général du Lakeshore,145,31,45,9,5,28,106,0,2020-02-15
L'Hôpital général juif Sir Mortimer B. Davis,132,53,70,25,6,34,220,5,2020-02-15
Hôpital de Verdun,142,26,37,10,0,33,100,0,2020-02-15
Hôpital Notre-Dame,100,35,35,10,8,42,108,0,2020-02-15
Hôpital du Sacré-Coeur de Montréal,154,46,71,36,14,31,141,5,2020-02-15
Hôpital Fleury,111,18,20,2,0,18,78,3,2020-02-15
Hôpital Jean-Talon,68,22,15,1,0,21,98,2,2020-02-15
Pavillon Albert-Prévost,138,13,18,14,5,1,9,0,2020-02-15
Hôpital de Lachine,93,14,13,1,0,10,39,0,2020-02-15
Hôpital général de Montréal,97,31,30,8,3,31,89,2,2020-02-15
Hôpital Royal Victoria,127,33,42,17,6,24,120,1,2020-02-15
L'hôpital de Montréal pour enfants,108,12,13,0,0,10,219,12,2020-02-15
Institut de cardiologie de Montréal,77,22,17,7,2,2,42,0,2020-02-15
CHU Sainte-Justine,138,16,22,0,0,10,232,79,2020-02-16
Centre hospitalier de l'Université de Montréal,139,51,71,25,5,46,167,0,2020-02-16
Hôpital Louis-H. Lafontaine,175,12,21,16,13,2,13,0,2020-02-16
Hôpital Santa Cabrini,124,38,47,12,1,40,101,0,2020-02-16
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,126,54,68,11,1,70,193,2,2020-02-16
Centre hospitalier de St. Mary,118,22,26,4,0,28,84,2,2020-02-16
Hôpital de LaSalle,127,15,19,3,2,10,72,0,2020-02-16
Hôpital Douglas,200,6,12,7,2,2,10,0,2020-02-16
Hôpital général du Lakeshore,184,31,57,24,4,25,102,0,2020-02-16
L'Hôpital général juif Sir Mortimer B. Davis,147,53,78,22,8,48,198,8,2020-02-16
Hôpital de Verdun,181,26,47,18,6,30,96,0,2020-02-16
Hôpital Notre-Dame,97,35,34,11,9,40,106,0,2020-02-16
Hôpital du Sacré-Coeur de Montréal,163,46,75,38,21,36,155,4,2020-02-16
Hôpital Fleury,150,18,27,3,1,24,79,6,2020-02-16
Hôpital Jean-Talon,77,22,17,2,0,23,114,5,2020-02-16
Pavillon Albert-Prévost,146,13,19,18,13,0,3,0,2020-02-16
Hôpital de Lachine,93,14,13,7,0,12,39,0,2020-02-16
Hôpital général de Montréal,103,31,32,9,5,37,84,1,2020-02-16
Hôpital Royal Victoria,176,33,58,29,13,21,106,0,2020-02-16
L'hôpital de Montréal pour enfants,42,12,5,0,0,12,203,6,2020-02-16
Institut de cardiologie de Montréal,77,22,17,10,6,2,37,0,2020-02-16
CHU Sainte-Justine,106,16,17,0,0,13,253,66,2020-02-17
Centre hospitalier de l'Université de Montréal,171,51,87,22,4,49,244,0,2020-02-17
Hôpital Louis-H. Lafontaine,192,12,23,16,11,3,17,0,2020-02-17
Hôpital Santa Cabrini,89,38,34,6,0,42,120,0,2020-02-17
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,148,54,80,18,1,58,220,7,2020-02-17
Centre hospitalier de St. Mary,136,22,30,4,1,25,122,2,2020-02-17
Hôpital de LaSalle,107,15,16,7,2,10,69,0,2020-02-17
Hôpital Douglas,200,6,12,8,3,0,19,0,2020-02-17
Hôpital général du Lakeshore,197,31,61,19,6,27,139,0,2020-02-17
L'Hôpital général juif Sir Mortimer B. Davis,145,53,77,14,6,50,258,7,2020-02-17
Hôpital de Verdun,173,26,45,12,0,38,139,0,2020-02-17
Hôpital Notre-Dame,74,35,26,5,5,47,117,0,2020-02-17
Hôpital du Sacré-Coeur de Montréal,135,46,62,27,16,39,177,3,2020-02-17
Hôpital Fleury,111,18,20,4,0,25,88,1,2020-02-17
Hôpital Jean-Talon,95,22,21,2,0,28,130,3,2020-02-17
Pavillon Albert-Prévost,92,13,12,9,9,1,12,0,2020-02-17
Hôpital de Lachine,129,14,18,6,4,13,59,0,2020-02-17
Hôpital général de Montréal,116,31,36,12,6,32,91,0,2020-02-17
Hôpital Royal Victoria,161,33,53,26,10,26,138,2,2020-02-17
L'hôpital de Montréal pour enfants,83,12,10,0,0,11,245,10,2020-02-17
Institut de cardiologie de Montréal,95,22,21,4,2,5,76,0,2020-02-17
CHU Sainte-Justine,69,16,11,0,0,11,200,71,2020-02-18
Centre hospitalier de l'Université de Montréal,167,51,85,28,5,40,204,0,2020-02-18
Hôpital Louis-H. Lafontaine,183,12,22,18,12,2,12,0,2020-02-18
Hôpital Santa Cabrini,132,38,50,10,1,43,106,0,2020-02-18
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,146,54,79,27,6,61,181,2,2020-02-18
Centre hospitalier de St. Mary,136,22,30,10,2,22,104,0,2020-02-18
Hôpital de LaSalle,87,15,13,4,2,13,67,0,2020-02-18
Hôpital Douglas,183,6,11,8,2,0,13,0,2020-02-18
Hôpital général du Lakeshore,165,31,51,17,3,29,121,0,2020-02-18
L'Hôpital général juif Sir Mortimer B. Davis,168,53,89,19,5,46,255,5,2020-02-18
Hôpital de Verdun,204,26,53,17,0,37,134,0,2020-02-18
Hôpital Notre-Dame,91,35,32,4,4,46,130,0,2020-02-18
Hôpital du Sacré-Coeur de Montréal,133,46,61,26,14,40,172,2,2020-02-18
Hôpital Fleury,111,18,20,4,1,25,99,3,2020-02-18
Hôpital Jean-Talon,77,22,17,3,0,26,116,4,2020-02-18
Pavillon Albert-Prévost,115,13,15,8,7,0,10,0,2020-02-18
Hôpital de Lachine,157,14,22,7,0,12,48,0,2020-02-18
Hôpital général de Montréal,116,31,36,17,8,36,93,1,2020-02-18
Hôpital Royal Victoria,152,33,50,29,12,27,141,1,2020-02-18
L'hôpital de Montréal pour enfants,67,12,8,0,0,13,178,8,2020-02-18
Institut de cardiologie de Montréal,68,22,15,5,1,2,58,0,2020-02-18
CHU Sainte-Justine,100,16,16,0,0,10,218,60,2020-02-19
Centre hospitalier de l'Université de Montréal,167,51,85,28,4,44,207,0,2020-02-19
Hôpital Louis-H. Lafontaine,183,12,22,13,9,0,20,0,2020-02-19
Hôpital Santa Cabrini,108,38,41,12,1,54,125,0,2020-02-19
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,146,54,79,24,3,68,210,4,2020-02-19
Centre hospitalier de St. Mary,123,22,27,5,1,26,110,1,2020-02-19
Hôpital de LaSalle,93,15,14,1,0,8,79,0,2020-02-19
Hôpital Douglas,250,6,15,8,5,0,18,0,2020-02-19
Hôpital général du Lakeshore,184,31,57,22,7,28,116,0,2020-02-19
L'Hôpital général juif Sir Mortimer B. Davis,155,53,82,13,7,46,242,3,2020-02-19
Hôpital de Verdun,127,26,33,9,2,34,140,0,2020-02-19
Hôpital Notre-Dame,103,35,36,1,0,49,136,0,2020-02-19
Hôpital du Sacré-Coeur de Montréal,135,46,62,22,13,44,198,5,2020-02-19
Hôpital Fleury,89,18,16,0,0,25,91,2,2020-02-19
Hôpital Jean-Talon,59,22,13,0,0,25,120,0,2020-02-19
Pavillon Albert-Prévost,92,13,12,6,3,0,14,0,2020-02-19
Hôpital de Lachine,86,14,12,7,1,11,41,0,2020-02-19
Hôpital général de Montréal,94,31,29,11,6,41,92,0,2020-02-19
Hôpital Royal Victoria,161,33,53,27,18,28,140,0,2020-02-19
L'hôpital de Montréal pour enfants,83,12,10,0,0,11,170,8,2020-02-19
Institut de cardiologie de Montréal,95,22,21,4,0,8,71,0,2020-02-19
CHU Sainte-Justine,75,16,12,0,0,10,210,62,2020-02-20
Centre hospitalier de l'Université de Montréal,167,51,85,33,4,52,189,0,2020-02-20
Hôpital Louis-H. Lafontaine,192,12,23,18,10,1,19,0,2020-02-20
Hôpital Santa Cabrini,105,38,40,13,1,40,109,0,2020-02-20
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,120,54,65,17,2,57,199,2,2020-02-20
Centre hospitalier de St. Mary,105,22,23,3,0,23,107,0,2020-02-20
Hôpital de LaSalle,73,15,11,0,0,10,89,0,2020-02-20
Hôpital Douglas,200,6,12,4,0,0,20,0,2020-02-20
Hôpital général du Lakeshore,152,31,47,17,4,25,111,0,2020-02-20
L'Hôpital général juif Sir Mortimer B. Davis,142,53,75,22,7,45,241,7,2020-02-20
Hôpital de Verdun,100,26,26,7,0,29,127,0,2020-02-20
Hôpital Notre-Dame,86,35,30,6,1,38,105,0,2020-02-20
Hôpital du Sacré-Coeur de Montréal,115,46,53,24,12,39,167,6,2020-02-20
Hôpital Fleury,111,18,20,2,0,22,70,3,2020-02-20
Hôpital Jean-Talon,73,22,16,0,0,23,121,5,2020-02-20
Pavillon Albert-Prévost,62,13,8,3,2,0,9,0,2020-02-20
Hôpital de Lachine,107,14,15,4,2,10,48,0,2020-02-20
Hôpital général de Montréal,77,31,24,7,4,33,95,0,2020-02-20
Hôpital Royal Victoria,133,33,44,25,11,24,123,0,2020-02-20
L'hôpital de Montréal pour enfants,117,12,14,0,0,7,244,26,2020-02-20
Institut de cardiologie de Montréal,68,22,15,0,0,6,53,0,2020-02-20
CHU Sainte-Justine,112,16,18,0,0,9,206,48,2020-02-21
Centre hospitalier de l'Université de Montréal,137,51,70,16,0,49,203,0,2020-02-21
Hôpital Louis-H. Lafontaine,150,12,18,13,11,0,10,0,2020-02-21
Hôpital Santa Cabrini,116,38,44,5,1,38,121,0,2020-02-21
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,120,54,65,20,2,49,186,0,2020-02-21
Centre hospitalier de St. Mary,141,22,31,7,1,24,112,0,2020-02-21
Hôpital de LaSalle,60,15,9,1,0,13,81,0,2020-02-21
Hôpital Douglas,67,6,4,0,0,1,10,0,2020-02-21
Hôpital général du Lakeshore,126,31,39,11,1,26,98,0,2020-02-21
L'Hôpital général juif Sir Mortimer B. Davis,160,53,85,18,9,42,237,6,2020-02-21
Hôpital de Verdun,127,26,33,2,0,35,124,0,2020-02-21
Hôpital Notre-Dame,94,35,33,3,0,43,108,0,2020-02-21
Hôpital du Sacré-Coeur de Montréal,111,46,51,16,12,41,180,2,2020-02-21
Hôpital Fleury,78,18,14,1,0,20,99,9,2020-02-21
Hôpital Jean-Talon,91,22,20,3,0,22,132,6,2020-02-21
Pavillon Albert-Prévost,69,13,9,6,2,0,14,0,2020-02-21
Hôpital de Lachine,100,14,14,5,0,12,56,0,2020-02-21
Hôpital général de Montréal,65,31,20,4,2,29,106,0,2020-02-21
Hôpital Royal Victoria,155,33,51,17,5,29,130,1,2020-02-21
L'hôpital de Montréal pour enfants,133,12,16,0,0,4,209,15,2020-02-21
Institut de cardiologie de Montréal,59,22,13,3,0,4,59,0,2020-02-21
CHU Sainte-Justine,100,16,16,0,0,15,228,76,2020-02-22
Centre hospitalier de l'Université de Montréal,110,51,56,27,5,43,170,0,2020-02-22
Hôpital Louis-H. Lafontaine,158,12,19,16,12,4,19,0,2020-02-22
Hôpital Santa Cabrini,95,38,36,14,1,37,106,0,2020-02-22
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,122,54,66,18,5,67,180,3,2020-02-22
Centre hospitalier de St. Mary,109,22,24,1,0,27,94,2,2020-02-22
Hôpital de LaSalle,67,15,10,1,0,12,66,0,2020-02-22
Hôpital Douglas,50,6,3,0,0,1,14,0,2020-02-22
Hôpital général du Lakeshore,190,31,59,18,3,23,113,0,2020-02-22
L'Hôpital général juif Sir Mortimer B. Davis,111,53,59,20,10,39,209,5,2020-02-22
Hôpital de Verdun,100,26,26,1,0,24,109,0,2020-02-22
Hôpital Notre-Dame,100,35,35,8,3,39,106,0,2020-02-22
Hôpital du Sacré-Coeur de Montréal,115,46,53,18,10,33,168,4,2020-02-22
Hôpital Fleury,128,18,23,5,0,24,104,4,2020-02-22
Hôpital Jean-Talon,55,22,12,0,0,23,99,5,2020-02-22
Pavillon Albert-Prévost,62,13,8,5,4,1,9,0,2020-02-22
Hôpital de Lachine,71,14,10,2,1,11,50,0,2020-02-22
Hôpital général de Montréal,100,31,31,6,2,28,96,0,2020-02-22
Hôpital Royal Victoria,130,33,43,21,3,20,120,1,2020-02-22
L'hôpital de Montréal pour enfants,108,12,13,0,0,6,197,13,2020-02-22
Institut de cardiologie de Montréal,32,22,7,1,0,7,38,0,2020-02-22
CHU Sainte-Justine,94,16,15,0,0,20,243,79,2020-02-23
Centre hospitalier de l'Université de Montréal,137,51,70,24,12,42,165,0,2020-02-23
Hôpital Louis-H. Lafontaine,200,12,24,21,16,1,8,0,2020-02-23
Hôpital Santa Cabrini,147,38,56,22,10,37,97,0,2020-02-23
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,128,54,69,22,4,50,178,2,2020-02-23
Centre hospitalier de St. Mary,118,22,26,7,0,20,86,0,2020-02-23
Hôpital de LaSalle,80,15,12,4,0,11,64,0,2020-02-23
Hôpital Douglas,83,6,5,0,0,0,9,0,2020-02-23
Hôpital général du Lakeshore,181,31,56,24,7,21,101,0,2020-02-23
L'Hôpital général juif Sir Mortimer B. Davis,157,53,83,22,15,41,209,5,2020-02-23
Hôpital de Verdun,115,26,30,4,0,33,102,0,2020-02-23
Hôpital Notre-Dame,126,35,44,13,6,42,98,0,2020-02-23
Hôpital du Sacré-Coeur de Montréal,126,46,58,25,13,49,174,6,2020-02-23
Hôpital Fleury,122,18,22,9,2,18,72,3,2020-02-23
Hôpital Jean-Talon,86,22,19,0,0,22,119,5,2020-02-23
Pavillon Albert-Prévost,92,13,12,9,5,0,8,0,2020-02-23
Hôpital de Lachine,114,14,16,4,1,14,54,0,2020-02-23
Hôpital général de Montréal,106,31,33,12,2,35,88,1,2020-02-23
Hôpital Royal Victoria,139,33,46,22,9,26,127,1,2020-02-23
L'hôpital de Montréal pour enfants,158,12,19,0,0,14,228,23,2020-02-23
Institut de cardiologie de Montréal,45,22,10,0,0,2,40,1,2020-02-23
CHU Sainte-Justine,131,16,21,0,0,12,237,63,2020-02-24
Centre hospitalier de l'Université de Montréal,147,51,75,25,7,41,211,0,2020-02-24
Hôpital Louis-H. Lafontaine,192,12,23,16,15,0,24,0,2020-02-24
Hôpital Santa Cabrini,134,38,51,25,11,41,114,0,2020-02-24
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,150,54,81,25,2,72,242,4,2020-02-24
Centre hospitalier de St. Mary,145,22,32,3,0,20,121,3,2020-02-24
Hôpital de LaSalle,47,15,7,0,0,10,85,1,2020-02-24
Hôpital Douglas,117,6,7,0,0,2,20,0,2020-02-24
Hôpital général du Lakeshore,210,31,65,20,5,26,133,0,2020-02-24
L'Hôpital général juif Sir Mortimer B. Davis,168,53,89,21,12,51,302,4,2020-02-24
Hôpital de Verdun,177,26,46,11,2,34,141,0,2020-02-24
Hôpital Notre-Dame,123,35,43,9,2,49,123,0,2020-02-24
Hôpital du Sacré-Coeur de Montréal,154,46,71,21,12,37,200,7,2020-02-24
Hôpital Fleury,111,18,20,5,1,23,99,5,2020-02-24
Hôpital Jean-Talon,82,22,18,0,0,26,131,8,2020-02-24
Pavillon Albert-Prévost,69,13,9,5,3,2,14,0,2020-02-24
Hôpital de Lachine,121,14,17,6,1,11,60,0,2020-02-24
Hôpital général de Montréal,110,31,34,12,4,34,111,1,2020-02-24
Hôpital Royal Victoria,161,33,53,27,10,25,148,1,2020-02-24
L'hôpital de Montréal pour enfants,92,12,11,0,0,13,223,9,2020-02-24
Institut de cardiologie de Montréal,59,22,13,2,0,5,74,0,2020-02-24
CHU Sainte-Justine,94,16,15,0,0,9,237,71,2020-02-25
Centre hospitalier de l'Université de Montréal,163,51,83,30,12,45,208,0,2020-02-25
Hôpital Louis-H. Lafontaine,175,12,21,14,11,0,12,0,2020-02-25
Hôpital Santa Cabrini,116,38,44,19,10,44,110,0,2020-02-25
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,156,54,84,21,4,56,199,3,2020-02-25
Centre hospitalier de St. Mary,141,22,31,4,0,25,114,1,2020-02-25
Hôpital de LaSalle,93,15,14,2,0,19,108,0,2020-02-25
Hôpital Douglas,0,6,0,0,0,2,17,0,2020-02-25
Hôpital général du Lakeshore,203,31,63,19,4,29,129,0,2020-02-25
L'Hôpital général juif Sir Mortimer B. Davis,174,53,92,16,7,47,292,9,2020-02-25
Hôpital de Verdun,162,26,42,9,1,39,153,0,2020-02-25
Hôpital Notre-Dame,120,35,42,9,2,44,117,0,2020-02-25
Hôpital du Sacré-Coeur de Montréal,130,46,60,27,9,40,183,8,2020-02-25
Hôpital Fleury,106,18,19,7,1,22,110,0,2020-02-25
Hôpital Jean-Talon,73,22,16,2,0,28,131,7,2020-02-25
Pavillon Albert-Prévost,85,13,11,5,1,1,11,0,2020-02-25
Hôpital de Lachine,129,14,18,8,0,13,55,0,2020-02-25
Hôpital général de Montréal,135,31,42,11,3,42,103,1,2020-02-25
Hôpital Royal Victoria,167,33,55,30,10,29,144,1,2020-02-25
L'hôpital de Montréal pour enfants,83,12,10,0,0,10,206,9,2020-02-25
Institut de cardiologie de Montréal,55,22,12,2,0,7,74,0,2020-02-25
CHU Sainte-Justine,106,16,17,1,0,19,223,53,2020-02-26
Centre hospitalier de l'Université de Montréal,165,51,84,41,16,54,190,0,2020-02-26
Hôpital Louis-H. Lafontaine,150,12,18,15,8,1,16,0,2020-02-26
Hôpital Santa Cabrini,87,38,33,11,2,38,111,0,2020-02-26
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,148,54,80,25,5,53,210,3,2020-02-26
Centre hospitalier de St. Mary,141,22,31,12,0,28,105,0,2020-02-26
Hôpital de LaSalle,93,15,14,1,0,9,77,0,2020-02-26
Hôpital Douglas,100,6,6,0,0,0,21,0,2020-02-26
Hôpital général du Lakeshore,174,31,54,13,0,27,105,0,2020-02-26
L'Hôpital général juif Sir Mortimer B. Davis,128,53,68,13,9,44,250,7,2020-02-26
Hôpital de Verdun,173,26,45,11,1,34,134,0,2020-02-26
Hôpital Notre-Dame,129,35,45,12,5,40,107,0,2020-02-26
Hôpital du Sacré-Coeur de Montréal,133,46,61,27,14,40,178,5,2020-02-26
Hôpital Fleury,122,18,22,5,1,24,89,3,2020-02-26
Hôpital Jean-Talon,91,22,20,1,0,23,130,7,2020-02-26
Pavillon Albert-Prévost,100,13,13,3,0,0,20,0,2020-02-26
Hôpital de Lachine,121,14,17,8,3,8,51,0,2020-02-26
Hôpital général de Montréal,132,31,41,13,6,35,95,0,2020-02-26
Hôpital Royal Victoria,176,33,58,30,12,27,124,1,2020-02-26
L'hôpital de Montréal pour enfants,42,12,5,0,0,12,208,7,2020-02-26
Institut de cardiologie de Montréal,77,22,17,4,0,4,57,0,2020-02-26
CHU Sainte-Justine,88,16,14,0,0,8,169,46,2020-02-27
Centre hospitalier de l'Université de Montréal,149,51,76,39,16,42,175,0,2020-02-27
Hôpital Louis-H. Lafontaine,117,12,14,11,9,1,14,0,2020-02-27
Hôpital Santa Cabrini,87,38,33,6,0,44,93,0,2020-02-27
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,154,54,83,30,5,59,195,3,2020-02-27
Centre hospitalier de St. Mary,118,22,26,5,0,29,92,0,2020-02-27
Hôpital de LaSalle,127,15,19,3,0,15,78,0,2020-02-27
Hôpital Douglas,133,6,8,2,0,1,21,0,2020-02-27
Hôpital général du Lakeshore,168,31,52,13,2,24,104,0,2020-02-27
L'Hôpital général juif Sir Mortimer B. Davis,143,53,76,10,4,40,211,7,2020-02-27
Hôpital de Verdun,127,26,33,14,2,38,113,0,2020-02-27
Hôpital Notre-Dame,106,35,37,6,1,49,107,0,2020-02-27
Hôpital du Sacré-Coeur de Montréal,143,46,66,27,14,38,159,5,2020-02-27
Hôpital Fleury,128,18,23,8,0,19,64,0,2020-02-27
Hôpital Jean-Talon,77,22,17,1,0,24,105,3,2020-02-27
Pavillon Albert-Prévost,85,13,11,6,1,0,14,0,2020-02-27
Hôpital de Lachine,114,14,16,8,4,15,43,0,2020-02-27
Hôpital général de Montréal,129,31,40,13,4,32,88,1,2020-02-27
Hôpital Royal Victoria,161,33,53,35,17,19,108,1,2020-02-27
L'hôpital de Montréal pour enfants,83,12,10,0,0,6,177,18,2020-02-27
Institut de cardiologie de Montréal,73,22,16,2,2,14,53,0,2020-02-27
CHU Sainte-Justine,50,16,8,0,0,22,206,65,2020-02-28
Centre hospitalier de l'Université de Montréal,139,51,71,21,8,51,186,0,2020-02-28
Hôpital Louis-H. Lafontaine,117,12,14,8,5,2,16,0,2020-02-28
Hôpital Santa Cabrini,111,38,42,8,0,47,106,0,2020-02-28
Pavillon Maisonneuve/Pavillon Marcel-Lamoureux,106,54,57,11,3,56,211,6,2020-02-28
Centre hospitalier de St. Mary,100,22,22,7,0,26,108,3,2020-02-28
Hôpital de LaSalle,87,15,13,4,0,12,81,0,2020-02-28
Hôpital Douglas,67,6,4,0,0,2,23,0,2020-02-28
Hôpital général du Lakeshore,126,31,39,16,0,23,102,0,2020-02-28
L'Hôpital général juif Sir Mortimer B. Davis,145,53,77,13,6,48,263,4,2020-02-28
